price,price_category,type,beds,baths,address,furnishing,completion_status,post_date,average_rent,building_name,year_of_completion,total_parking_spaces,total_floors,total_building_area_sqft,elevators,area_name,city,country,Latitude,Longitude,purpose,yield_pct
9000000,High,Villa,5,5,"Calida, Victory Heights, Dubai Sports City, Dubai",Unfurnished,Ready,2024-03-28,576084,Unknown,0,0,0,0,0,Dubai Sports City,Dubai,UAE,25.0321379,55.219353,For Sale,6.400933333333334
1138000,Average,Apartment,0,1,"The Sterling West, The Sterling, Business Bay, Dubai",Unfurnished,Ready,2023-09-27,82379,THE STERLING WEST HOUSE,2023,0,26,571,0,Business Bay,Dubai,UAE,25.18942655,55.26481901527489,For Sale,7.2389279437609835
605000,Average,Apartment,1,2,"Central Park Tower, JVC District 12, Jumeirah Village Circle (JVC), Dubai",Unfurnished,Ready,2023-09-27,64801,Central Park,2024,0,20,301,0,Jumeirah Village Circle (JVC),Dubai,UAE,25.0559446,55.20746502861806,For Sale,10.710909090909091
12000000,High,Villa,6,7,"Al Barsha, Dubai",Unfurnished,Ready,2024-04-20,499410,Unknown,0,0,0,0,0,Al Barsha,Dubai,UAE,25.096326,55.1984022,For Sale,4.1617500000000005
2700000,Medium,Apartment,1,2,"Mughal, The Grandeur Residences, Palm Jumeirah, Dubai",Unfurnished,Ready,2023-09-25,227142,GRANDUER RESIDENCES-MUGHAL,2012,0,6,221,0,Palm Jumeirah,Dubai,UAE,25.1180879,55.1342009,For Sale,8.412666666666667
5200000,High,Apartment,3,4,"Limestone House, DIFC, Dubai",Unfurnished,Ready,2023-09-22,259894,Unknown,0,0,0,0,0,DIFC,Dubai,UAE,25.21282585,55.277634848521615,For Sale,4.997961538461539
2800000,Medium,Apartment,3,4,"Rimal 1, Rimal, Jumeirah Beach Residence (JBR), Dubai",Unfurnished,Ready,2023-09-19,213181,Rimal 1,2007,0,50,501,0,Jumeirah Beach Residence (JBR),Dubai,UAE,25.0778021,55.13518094856796,For Sale,7.613607142857143
730000,Average,Apartment,1,1,"Hayat Boulevard 1B, Hayat Boulevard, Town Square, Dubai",Unfurnished,Ready,2023-09-18,72096,Hayat Boulevard-1B,2020,877,8,179,4,Town Square,Dubai,UAE,25.01085145,55.28887629766314,For Sale,9.876164383561644
2430000,Medium,Apartment,1,1,"5242 Tower 2, 5242 Towers, Dubai Marina, Dubai",Unfurnished,Ready,2023-09-18,143119,52|42 Tower 2,2020,245,38,1,5,Dubai Marina,Dubai,UAE,25.0786415,55.1352524,For Sale,5.889670781893004
560000,Average,Apartment,1,2,"Global Golf Residence 2, Global Golf Residence, Dubai Sports City, Dubai",Furnished,Ready,2023-09-16,54919,GLOBAL GOLF RESIDENCE 2,2019,354,22,274,5,Dubai Sports City,Dubai,UAE,25.0321379,55.219353,For Sale,9.806964285714285
2560756,Medium,Apartment,2,3,"Amna, Al Habtoor City, Business Bay, Dubai",Furnished,Ready,2024-04-08,147909,AMNA TOWER,2021,668,75,1,11,Business Bay,Dubai,UAE,25.18942655,55.26481901527489,For Sale,5.775989590574033
1950000,Medium,Apartment,1,1,"Downtown Views II Tower 3, Downtown Views II, Za'abeel 2, Za'abeel, Dubai",Unfurnished,Ready,2023-09-11,122463,Downtown Views II T3,2022,1959,50,1,8,Za'abeel,Dubai,UAE,25.21683265,55.30011608643647,For Sale,6.280153846153846
1500000,Medium,Apartment,1,2,"MBL Residences, JLT Cluster K, Jumeirah Lake Towers (JLT), Dubai",Unfurnished,Ready,2023-09-11,119912,MBL RESIDENCE,2021,125,47,804,8,Jumeirah Lake Towers (JLT),Dubai,UAE,25.0690625,55.141165591907736,For Sale,7.994133333333334
1550000,Medium,Apartment,1,1,"Golf Suites, Dubai Hills Estate, Dubai",Unfurnished,Ready,2023-09-10,118547,Golf Suites,2022,263,21,502,4,Dubai Hills Estate,Dubai,UAE,25.12689085,55.263874387067744,For Sale,7.6481935483870975
2590000,Medium,Apartment,2,3,"Burj Views A, Burj Views, Downtown Dubai, Dubai",Unfurnished,Ready,2023-09-09,173433,Burj ViewsTower A,2009,0,30,202,0,Downtown Dubai,Dubai,UAE,25.18668425,55.27470526460112,For Sale,6.696254826254826
6300000,High,Apartment,2,3,"Burj Khalifa, Downtown Dubai, Dubai",Unfurnished,Ready,2023-09-08,318296,Burj Khalifa Zone 3,2009,0,30,620,0,Downtown Dubai,Dubai,UAE,25.18668425,55.27470526460112,For Sale,5.05231746031746
3250000,High,Apartment,2,3,"Downtown Views II Tower 2, Downtown Views II, Za'abeel 2, Za'abeel, Dubai",Unfurnished,Ready,2023-09-08,167491,Downtown Views II T2,2022,1959,58,1,9,Za'abeel,Dubai,UAE,25.21683265,55.30011608643647,For Sale,5.153569230769231
12500000,High,Apartment,3,4,"Jumeirah Gate Tower 2, The Address Residences Jumeirah Resort and Spa, Jumeirah Beach Residence (JBR), Dubai",Furnished,Ready,2023-08-30,684489,Jumeirah Gate Tower 2,2021,1495,82,941,8,Jumeirah Beach Residence (JBR),Dubai,UAE,25.0778021,55.13518094856796,For Sale,5.475912
950000,Average,Apartment,1,2,"Binghatti Avenue, Al Jaddaf, Dubai",Unfurnished,Ready,2024-04-20,83137,Binghatti Avenue,2022,749,34,1,10,Al Jaddaf,Dubai,UAE,25.2075039,55.3224277,For Sale,8.751263157894737
3800000,High,Apartment,2,2,"Palazzo Versace, Culture Village, Dubai",Furnished,Ready,2024-04-13,249400,PALAZZO VERSACE,2015,0,10,1,0,Culture Village,Dubai,UAE,25.22633235,55.33809781043797,For Sale,6.563157894736841
1775000,Medium,Apartment,1,2,"Burj Views B, Burj Views, Downtown Dubai, Dubai",Unfurnished,Ready,2024-04-09,149248,Burj Views Tower B,2009,0,26,166,0,Downtown Dubai,Dubai,UAE,25.18668425,55.27470526460112,For Sale,8.408338028169014
530000,Average,Apartment,0,1,"Miraclz Tower by Danube, Arjan, Dubai",Furnished,Ready,2024-04-04,47162,MIRACLZ TOWER,2019,604,38,810,6,Arjan,Dubai,UAE,25.0627549,55.2392983,For Sale,8.898490566037735
750000,Average,Apartment,1,2,"The Imperial Residence B, The Imperial Residence, JVT District 5, Jumeirah Village Triangle (JVT), Dubai",Unfurnished,Ready,2024-04-03,68319,IMPERIAL RESIDENCE 2,2014,191,25,1,3,Jumeirah Village Triangle (JVT),Dubai,UAE,25.045564,55.187287,For Sale,9.109200000000001
1250000,Average,Apartment,1,2,"Saba Tower 3, JLT Cluster Q, Jumeirah Lake Towers (JLT), Dubai",Furnished,Ready,2024-04-03,121297,SABA 3,2008,0,37,372,0,Jumeirah Lake Towers (JLT),Dubai,UAE,25.0690625,55.141165591907736,For Sale,9.70376
1200000,Average,Apartment,1,1,"Bayz by Danube, Business Bay, Dubai",Unfurnished,Ready,2024-04-19,46666,BAYZ TOWER,2021,636,33,742,7,Business Bay,Dubai,UAE,25.18942655,55.26481901527489,For Sale,3.888833333333333
3600000,High,Apartment,2,3,"Marina Residences 4, Marina Residences, Palm Jumeirah, Dubai",Unfurnished,Ready,2023-09-13,212865,Marina Apartments 4,2009,0,16,957,0,Palm Jumeirah,Dubai,UAE,25.1180879,55.1342009,For Sale,5.912916666666666
3600000,High,Apartment,2,3,"La Voile, Port de La Mer, La Mer, Jumeirah, Dubai",Unfurnished,Ready,2023-09-13,209357,La Voile - Building 1,2022,80,7,174,3,Jumeirah,Dubai,UAE,25.2069604,55.2474974,For Sale,5.815472222222222
2450000,Medium,Apartment,1,2,"Seven Palm, Palm Jumeirah, Dubai",Furnished,Ready,2023-09-13,148615,SEVEN HOTEL & APARTMENTS THE PALM - B,2022,0,20,0,0,Palm Jumeirah,Dubai,UAE,25.1180879,55.1342009,For Sale,6.065918367346939
4175000,High,Villa,3,2,"Alma 1, Alma, Arabian Ranches, Dubai",Unfurnished,Ready,2023-09-12,193776,Unknown,0,0,0,0,0,Arabian Ranches,Dubai,UAE,25.04875135,55.26728851815184,For Sale,4.64134131736527
4250000,High,Apartment,3,4,"Al Fattan Marine Tower, Al Fattan Marine Towers, Jumeirah Beach Residence (JBR), Dubai",Unfurnished,Ready,2023-09-11,279244,Al Fattan Marine Towers,2017,0,47,470,0,Jumeirah Beach Residence (JBR),Dubai,UAE,25.0778021,55.13518094856796,For Sale,6.57044705882353
1000000,Average,Apartment,2,2,"Al Thamam 13, Al Thamam, Remraam, Dubai",Unfurnished,Ready,2023-09-05,109927,AL THAMAM 13,2011,0,8,66,0,Remraam,Dubai,UAE,25.0013542,55.24885632771925,For Sale,10.9927
2850000,Medium,Apartment,3,4,"DAMAC Maison Majestine, Business Bay, Dubai",Unfurnished,Ready,2023-09-04,170107,MAJESTINE,2018,457,17,376,8,Business Bay,Dubai,UAE,25.18942655,55.26481901527489,For Sale,5.968666666666667
6750000,High,Apartment,2,3,"Burj Khalifa, Downtown Dubai, Dubai",Furnished,Ready,2024-04-16,365046,Burj Khalifa Zone 3,2009,0,30,620,0,Downtown Dubai,Dubai,UAE,25.18668425,55.27470526460112,For Sale,5.408088888888889
9300000,High,Apartment,3,5,"Kempinski Palm Residence, The Crescent, Palm Jumeirah, Dubai",Furnished,Ready,2024-03-05,1311367,KEMPINSKI RESIDENCES,2010,0,10,788,0,Palm Jumeirah,Dubai,UAE,25.1180879,55.1342009,For Sale,14.100720430107527
3100000,High,Apartment,1,2,"Burj Khalifa, Downtown Dubai, Dubai",Unfurnished,Ready,2023-08-22,199389,Burj Khalifa Zone 3,2009,0,30,620,0,Downtown Dubai,Dubai,UAE,25.18668425,55.27470526460112,For Sale,6.431903225806451
10550000,High,Villa,5,5,"Sidra 1, Sidra Villas, Dubai Hills Estate, Dubai",Unfurnished,Ready,2024-04-17,494533,Unknown,0,0,0,0,0,Dubai Hills Estate,Dubai,UAE,25.12689085,55.263874387067744,For Sale,4.687516587677725
6500000,High,Villa,3,4,"Sidra 3, Sidra Villas, Dubai Hills Estate, Dubai",Unfurnished,Ready,2024-04-17,308512,Unknown,0,0,0,0,0,Dubai Hills Estate,Dubai,UAE,25.12689085,55.263874387067744,For Sale,4.746338461538461
1799999,Medium,Townhouse,3,4,"Expo Golf Villas 3 (Parkside 3), Expo Golf Villas, Emaar South, Dubai South, Dubai",Unfurnished,Ready,2024-04-15,90800,Unknown,0,0,0,0,0,Dubai South,Dubai,UAE,24.9144391,55.1615128,For Sale,5.044447246915137
1800000,Medium,Townhouse,3,3,"Victoria, DAMAC Hills 2 (Akoya by DAMAC), Dubai",Unfurnished,Ready,2024-04-14,75898,Unknown,0,0,0,0,0,DAMAC Hills 2 (Akoya by DAMAC),Dubai,UAE,24.982883,55.37972,For Sale,4.216555555555555
1395000,Medium,Apartment,1,1,"Skyview Tower, Dubai Marina, Dubai",Unfurnished,Ready,2024-04-13,117606,Sky View Tower,2011,0,27,231,0,Dubai Marina,Dubai,UAE,25.0786415,55.1352524,For Sale,8.430537634408603
8500000,High,Villa,4,5,"Regional, Jumeirah Park, Dubai",Unfurnished,Ready,2024-04-12,380482,Unknown,0,0,0,0,0,Jumeirah Park,Dubai,UAE,25.0469412,55.15481775751905,For Sale,4.476258823529411
2500000,Medium,Apartment,3,4,"Balqis Residence, Kingdom of Sheba, Palm Jumeirah, Dubai",Furnished,Ready,2024-04-05,356265,Unknown,0,0,0,0,0,Palm Jumeirah,Dubai,UAE,25.1180879,55.1342009,For Sale,14.250599999999999
1200000,Average,Apartment,1,1,"Sobha Creek Vistas, Sobha Hartland, Dubai",Furnished,Ready,2024-04-02,79017,Unknown,0,0,0,0,0,Sobha Hartland,Dubai,UAE,25.177246,55.30791298414965,For Sale,6.5847500000000005
2500000,Medium,Townhouse,3,3,"Bella Casa, Serena, Dubai",Unfurnished,Ready,2024-04-02,169724,Unknown,0,0,0,0,0,Serena,Dubai,UAE,25.03538045,55.28590440039767,For Sale,6.788959999999999
3710000,High,Apartment,2,3,"Palazzo Versace, Culture Village, Dubai",Furnished,Ready,2024-04-01,249696,PALAZZO VERSACE,2015,0,10,1,0,Culture Village,Dubai,UAE,25.22633235,55.33809781043797,For Sale,6.730350404312668
6400000,High,Villa,4,4,"District 9, Jumeirah Park, Dubai",Unfurnished,Ready,2024-03-29,364356,Unknown,0,0,0,0,0,Jumeirah Park,Dubai,UAE,25.0469412,55.15481775751905,For Sale,5.6930625
2950000,High,Apartment,1,2,"Sunrise Bay Tower 2, Sunrise Bay, Emaar Beachfront, Dubai Harbour, Dubai",Unfurnished,Ready,2024-03-28,169701,SUNRISE BAY Tower 2,2021,265,33,581,6,Dubai Harbour,Dubai,UAE,25.0956188,55.13800090659106,For Sale,5.752576271186441
1050000,Average,Apartment,1,2,"Dream Tower 1, Dream Towers, Dubai Marina, Dubai",Unfurnished,Ready,2024-03-27,81053,DREAM TOWER,2010,0,30,500,0,Dubai Marina,Dubai,UAE,25.0786415,55.1352524,For Sale,7.719333333333333
860000,Average,Apartment,1,2,"Park Vista, JVC District 13, Jumeirah Village Circle (JVC), Dubai",Unfurnished,Ready,2024-03-27,82313,Park Vista,2021,83,7,137,2,Jumeirah Village Circle (JVC),Dubai,UAE,25.0559446,55.20746502861806,For Sale,9.571279069767442
17500000,High,Apartment,2,2,"Tajer Residence, The Old Town Island, Downtown Dubai, Dubai",Furnished,Ready,2024-03-26,203106,ALTAJER,2008,0,9,935,0,Downtown Dubai,Dubai,UAE,25.18668425,55.27470526460112,For Sale,1.1606057142857142
4300000,High,Apartment,2,2,"Asayel Building 2, Asayel, Madinat Jumeirah Living, Umm Suqeim, Dubai",Unfurnished,Ready,2024-03-25,234807,Asayel 2,2023,96,9,198,2,Umm Suqeim,Dubai,UAE,25.1647586,55.2187285,For Sale,5.460627906976744
1880000,Medium,Apartment,2,3,"Marina Arcade Tower, Dubai Marina, Dubai",Furnished,Ready,2024-03-21,167940,MARINA ARCADE,2017,367,49,858,8,Dubai Marina,Dubai,UAE,25.0786415,55.1352524,For Sale,8.932978723404256
2799999,Medium,Apartment,1,2,"Marina Gate 2, Marina Gate, Dubai Marina, Dubai",Unfurnished,Ready,2024-03-20,155132,THE RESIDENCE AT MARINA GATE 2,2019,770,61,703,11,Dubai Marina,Dubai,UAE,25.0786415,55.1352524,For Sale,5.540430550153768
1699000,Medium,Apartment,1,1,"Creek Edge Tower 1, Creek Edge, Dubai Creek Harbour, Dubai",Unfurnished,Ready,2024-03-20,101927,CREEK EDGE Tower 1,2023,436,42,808,8,Dubai Creek Harbour,Dubai,UAE,25.197978,55.36037960558315,For Sale,5.999234844025898
1950000,Medium,Apartment,1,2,"Me Do Re, JLT Cluster L, Jumeirah Lake Towers (JLT), Dubai",Unfurnished,Ready,2024-03-19,112031,ME DO RE,2024,434,45,677,6,Jumeirah Lake Towers (JLT),Dubai,UAE,25.0690625,55.141165591907736,For Sale,5.745179487179487
2350000,Medium,Apartment,1,2,"29 Boulevard 2, 29 Boulevard, Downtown Dubai, Dubai",Furnished,Ready,2024-03-18,157388,BD 29 BLVD T2,2013,0,41,374,0,Downtown Dubai,Dubai,UAE,25.18668425,55.27470526460112,For Sale,6.697361702127659
2600000,Medium,Apartment,1,2,"Jumeirah Gate Tower 1, The Address Residences Jumeirah Resort and Spa, Jumeirah Beach Residence (JBR), Dubai",Furnished,Ready,2024-03-15,167706,Jumeirah Gate Tower 1,2021,1495,82,1,7,Jumeirah Beach Residence (JBR),Dubai,UAE,25.0778021,55.13518094856796,For Sale,6.450230769230769
2100000,Medium,Townhouse,3,4,"Pacifica, DAMAC Hills 2 (Akoya by DAMAC), Dubai",Unfurnished,Ready,2024-03-14,123643,Unknown,0,0,0,0,0,DAMAC Hills 2 (Akoya by DAMAC),Dubai,UAE,24.982883,55.37972,For Sale,5.887761904761905
7600000,High,Apartment,2,3,"Jumeirah Gate Tower 2, The Address Residences Jumeirah Resort and Spa, Jumeirah Beach Residence (JBR), Dubai",Unfurnished,Ready,2024-03-13,348120,Jumeirah Gate Tower 2,2021,1495,82,941,8,Jumeirah Beach Residence (JBR),Dubai,UAE,25.0778021,55.13518094856796,For Sale,4.580526315789474
2299999,Medium,Apartment,2,3,"Bahar 1, Bahar, Jumeirah Beach Residence (JBR), Dubai",Furnished,Ready,2024-03-12,147555,Bahar 1,2007,0,53,459,0,Jumeirah Beach Residence (JBR),Dubai,UAE,25.0778021,55.13518094856796,For Sale,6.415437571929379
1850000,Medium,Villa,3,3,"Aquilegia, DAMAC Hills 2 (Akoya by DAMAC), Dubai",Furnished,Ready,2024-03-06,194344,Unknown,0,0,0,0,0,DAMAC Hills 2 (Akoya by DAMAC),Dubai,UAE,24.982883,55.37972,For Sale,10.505081081081082
750000,Average,Apartment,1,2,"Dania 4, Dania District, Midtown, Dubai Production City (IMPZ), Dubai",Unfurnished,Ready,2024-02-27,78279,DANIA 4,2020,163,8,425,6,Dubai Production City (IMPZ),Dubai,UAE,25.03078,55.188226,For Sale,10.4372
650000,Average,Apartment,1,2,"Al Ramth 67, Al Ramth, Remraam, Dubai",Unfurnished,Ready,2024-02-16,70928,AL RAMTH 67,2011,0,6,52,0,Remraam,Dubai,UAE,25.0013542,55.24885632771925,For Sale,10.911999999999999
1050000,Average,Apartment,2,2,"Al Ramth 21, Al Ramth, Remraam, Dubai",Unfurnished,Ready,2024-02-16,79485,AL RAMTH 21,2011,0,7,60,0,Remraam,Dubai,UAE,25.0013542,55.24885632771925,For Sale,7.57
867550,Average,Apartment,0,1,"Boutique 7 Hotel Apartments, Barsha Heights (Tecom), Dubai",Unfurnished,Ready,2024-02-16,75126,Boutique 7 Hotel & Suites,2023,59,19,202,4,Barsha Heights (Tecom),Dubai,UAE,25.0982842,55.1757823,For Sale,8.659558526886059
788580,Average,Apartment,0,1,"Boutique 7 Hotel Apartments, Barsha Heights (Tecom), Dubai",Unfurnished,Ready,2024-02-09,68296,Boutique 7 Hotel & Suites,2023,59,19,202,4,Barsha Heights (Tecom),Dubai,UAE,25.0982842,55.1757823,For Sale,8.660630500393111
3600000,High,Apartment,3,3,"Rimal 5, Rimal, Jumeirah Beach Residence (JBR), Dubai",Furnished,Ready,2023-12-19,272725,Rimal 5,2007,0,40,477,0,Jumeirah Beach Residence (JBR),Dubai,UAE,25.0778021,55.13518094856796,For Sale,7.575694444444444
2300000,Medium,Apartment,2,2,"Upper Crest (Burjside Terrace), Downtown Dubai, Dubai",Furnished,Ready,2023-12-13,164162,UPPER CREST,2015,0,39,397,0,Downtown Dubai,Dubai,UAE,25.18668425,55.27470526460112,For Sale,7.137478260869565
2290000,Medium,Apartment,1,2,"Silverene Tower B, Silverene, Dubai Marina, Dubai",Furnished,Ready,2023-12-11,143594,Silverene Towers B,2011,0,27,264,0,Dubai Marina,Dubai,UAE,25.0786415,55.1352524,For Sale,6.270480349344979
2900000,Medium,Townhouse,3,4,"Arabella 2, Arabella Townhouses, Mudon, Dubai",Unfurnished,Ready,2023-12-09,180319,Unknown,0,0,0,0,0,Mudon,Dubai,UAE,25.0204108,55.2679936,For Sale,6.217896551724138
3900000,High,Villa,4,5,"The Fields, District 11, Mohammed Bin Rashid City, Dubai",Unfurnished,Ready,2023-12-04,163053,Unknown,0,0,0,0,0,Mohammed Bin Rashid City,Dubai,UAE,25.1640592,55.28566124091724,For Sale,4.180846153846153
3999990,High,Apartment,3,3,"DAMAC Maison The Distinction, Downtown Dubai, Dubai",Furnished,Ready,2023-11-18,217267,THE DISTINCTION,2016,0,47,390,0,Downtown Dubai,Dubai,UAE,25.18668425,55.27470526460112,For Sale,5.431688579221448
560000,Average,Apartment,0,1,"Carson Tower C, Carson - The Drive, DAMAC Hills, Dubai",Furnished,Ready,2023-11-14,39320,DAMAC HILLS - CARSON (C),2022,1638,35,636,5,DAMAC Hills,Dubai,UAE,25.0281481,55.264246,For Sale,7.021428571428571
405000,Average,Apartment,0,1,"Royal Residence 2, Royal Residence, Dubai Sports City, Dubai",Unfurnished,Ready,2023-11-13,44633,Royale Residence 2,2015,0,13,137,0,Dubai Sports City,Dubai,UAE,25.0321379,55.219353,For Sale,11.020493827160493
2750000,Medium,Apartment,2,3,"Tower D, DAMAC Towers by Paramount Hotels and Resorts, Business Bay, Dubai",Furnished,Ready,2023-10-31,183026,DAMAC TOWERS BY PARAMOUNT (D),2018,1696,62,516,8,Business Bay,Dubai,UAE,25.18942655,55.26481901527489,For Sale,6.65549090909091
1200000,Average,Townhouse,3,3,"Amargo, DAMAC Hills 2 (Akoya by DAMAC), Dubai",Unfurnished,Ready,2023-10-23,80764,Unknown,0,0,0,0,0,DAMAC Hills 2 (Akoya by DAMAC),Dubai,UAE,24.982883,55.37972,For Sale,6.730333333333334
2850000,Medium,Villa,4,5,"Reem Townhouses, Town Square, Dubai",Unfurnished,Ready,2023-10-19,206692,Unknown,0,0,0,0,0,Town Square,Dubai,UAE,25.01085145,55.28887629766314,For Sale,7.252350877192983
3250000,High,Villa,4,5,"Park Villas, JVC District 10, Jumeirah Village Circle (JVC), Dubai",Unfurnished,Ready,2023-10-18,311832,Unknown,0,0,0,0,0,Jumeirah Village Circle (JVC),Dubai,UAE,25.0559446,55.20746502861806,For Sale,9.59483076923077
450000,Average,Apartment,0,1,"MAG 560, MAG 5 Boulevard, Dubai South, Dubai",Unfurnished,Ready,2024-04-23,35425,MAG 560,2020,132,6,65,2,Dubai South,Dubai,UAE,24.9144391,55.1615128,For Sale,7.872222222222222
1200000,Average,Apartment,0,1,"Burj Views Podium, Burj Views, Downtown Dubai, Dubai",Furnished,Ready,2023-09-01,85710,Burj Views Podium,2009,0,7,287,0,Downtown Dubai,Dubai,UAE,25.18668425,55.27470526460112,For Sale,7.1425
7500000,High,Apartment,2,3,"Burj Khalifa, Downtown Dubai, Dubai",Unfurnished,Ready,2024-03-06,364688,Burj Khalifa,2009,0,33,0,0,Downtown Dubai,Dubai,UAE,25.18668425,55.27470526460112,For Sale,4.8625066666666665
25000000,High,Apartment,2,3,"Bulgari Residence 6, Bulgari Residences, Jumeirah Bay Islands, Jumeirah, Dubai",Furnished,Ready,2024-03-04,1230993,BV RESIDENCES 6,2016,86,7,227,4,Jumeirah,Dubai,UAE,25.2069604,55.2474974,For Sale,4.923972
574500,Average,Apartment,1,2,"Masaar Residence, JVC District 15, Jumeirah Village Circle (JVC), Dubai",Unfurnished,Ready,2024-04-16,86356,MASAAR RESIDENCES,2014,0,5,67,0,Jumeirah Village Circle (JVC),Dubai,UAE,25.0559446,55.20746502861806,For Sale,15.031505657093124
1799000,Medium,Apartment,1,2,"DAMAC Heights, Dubai Marina, Dubai",Unfurnished,Ready,2024-04-15,137092,DAMAC HEIGHTS,2018,703,80,884,12,Dubai Marina,Dubai,UAE,25.0786415,55.1352524,For Sale,7.6204558087826575
1000000,Average,Apartment,2,3,"Olympic Park 3, Olympic Park, Dubai Sports City, Dubai",Unfurnished,Ready,2024-04-03,91457,OLYMPIC PARK 3,2013,202,14,172,3,Dubai Sports City,Dubai,UAE,25.0321379,55.219353,For Sale,9.1457
2250000,Medium,Apartment,1,1,"Creek Edge Tower 1, Creek Edge, Dubai Creek Harbour, Dubai",Unfurnished,Ready,2024-04-02,118437,CREEK EDGE Tower 1,2023,436,42,808,8,Dubai Creek Harbour,Dubai,UAE,25.197978,55.36037960558315,For Sale,5.263866666666667
2200000,Medium,Apartment,0,1,"The Palm Tower, Palm Jumeirah, Dubai",Unfurnished,Ready,2024-04-02,147742,THE PALM TOWER,2021,711,57,1,20,Palm Jumeirah,Dubai,UAE,25.1180879,55.1342009,For Sale,6.715545454545454
3000000,High,Apartment,3,4,"Rimal 1, Rimal, Jumeirah Beach Residence (JBR), Dubai",Unfurnished,Ready,2024-04-01,213181,Rimal 1,2007,0,50,501,0,Jumeirah Beach Residence (JBR),Dubai,UAE,25.0778021,55.13518094856796,For Sale,7.106033333333333
2400000,Medium,Apartment,1,2,"SLS Dubai Hotel & Residences, Business Bay, Dubai",Unfurnished,Ready,2024-04-01,186266,SLS DUBAI,2021,818,81,2,16,Business Bay,Dubai,UAE,25.18942655,55.26481901527489,For Sale,7.761083333333334
1699999,Medium,Apartment,1,2,"Bay Central West, Bay Central, Dubai Marina, Dubai",Furnished,Ready,2024-03-31,104062,BAY CENTRAL 2,2012,0,38,277,0,Dubai Marina,Dubai,UAE,25.0786415,55.1352524,For Sale,6.121297718410423
2925000,High,Apartment,1,1,"Beach Vista, Emaar Beachfront, Dubai Harbour, Dubai",Furnished,Ready,2024-03-29,148776,Unknown,0,0,0,0,0,Dubai Harbour,Dubai,UAE,25.0956188,55.13800090659106,For Sale,5.0863589743589745
1500000,Medium,Apartment,0,1,"Seven Palm, Palm Jumeirah, Dubai",Furnished,Ready,2024-02-08,101008,SEVEN HOTEL & APARTMENTS THE PALM - B,2022,0,20,0,0,Palm Jumeirah,Dubai,UAE,25.1180879,55.1342009,For Sale,6.7338666666666676
4600000,High,Apartment,2,2,"Beach Isle Tower 1, Beach Isle, Emaar Beachfront, Dubai Harbour, Dubai",Unfurnished,Ready,2024-01-13,258486,Beach Isle Tower 1,2023,487,30,612,5,Dubai Harbour,Dubai,UAE,25.0956188,55.13800090659106,For Sale,5.619260869565217
1050000,Average,Apartment,2,3,"C2, Boulevard Apartments, The Pulse, Residential District, Dubai South, Dubai",Unfurnished,Ready,2024-01-02,78918,The Pulse Boulevard Apartments (C2),2019,215,12,198,2,Dubai South,Dubai,UAE,24.9144391,55.1615128,For Sale,7.516
1000000,Average,Apartment,2,3,"Parkviews, Rawda Apartments, Town Square, Dubai",Unfurnished,Ready,2023-12-15,82495,Parkviews,2020,992,1,561,5,Town Square,Dubai,UAE,25.01085145,55.28887629766314,For Sale,8.2495
5500000,High,Villa,5,5,"Maple 2, Maple, Dubai Hills Estate, Dubai",Unfurnished,Ready,2023-12-15,369519,Unknown,0,0,0,0,0,Dubai Hills Estate,Dubai,UAE,25.12689085,55.263874387067744,For Sale,6.718527272727274
2500000,Medium,Apartment,1,2,"Azizi Mina, Palm Jumeirah, Dubai",Furnished,Ready,2023-12-14,160246,AZIZI MINA,2021,238,11,549,8,Palm Jumeirah,Dubai,UAE,25.1180879,55.1342009,For Sale,6.40984
3350000,High,Apartment,2,3,"The Sterling East, The Sterling, Business Bay, Dubai",Unfurnished,Ready,2023-12-12,335756,THE STERLING EAST HOUSE,2023,259,27,502,6,Business Bay,Dubai,UAE,25.18942655,55.26481901527489,For Sale,10.022567164179105
7999999,High,Villa,5,6,"Al Furjan West, Al Furjan, Dubai",Unfurnished,Ready,2023-12-11,458709,Unknown,0,0,0,0,0,Al Furjan,Dubai,UAE,25.0267099,55.1469903,For Sale,5.733863216732902
1850000,Medium,Apartment,1,1,"Downtown Views II Tower 3, Downtown Views II, Za'abeel 2, Za'abeel, Dubai",Unfurnished,Ready,2023-12-08,122627,Downtown Views II T3,2022,1959,50,1,8,Za'abeel,Dubai,UAE,25.21683265,55.30011608643647,For Sale,6.628486486486486
1000000,Average,Apartment,1,1,"Jewelz by Danube, Arjan, Dubai",Furnished,Ready,2023-12-05,78456,Jewelz Residence,2023,469,13,630,7,Arjan,Dubai,UAE,25.0627549,55.2392983,For Sale,7.8456
1600000,Medium,Apartment,2,1,"Collective 2.0 Tower A, Collective 2.0, Dubai Hills Estate, Dubai",Unfurnished,Ready,2023-12-05,133623,Collective 2.0 Tower A,2022,242,18,345,5,Dubai Hills Estate,Dubai,UAE,25.12689085,55.263874387067744,For Sale,8.3514375
619000,Average,Apartment,1,2,"Central Park Tower, JVC District 12, Jumeirah Village Circle (JVC), Dubai",Unfurnished,Ready,2023-11-30,65903,Central Park,2024,0,20,301,0,Jumeirah Village Circle (JVC),Dubai,UAE,25.0559446,55.20746502861806,For Sale,10.646688206785138
1800000,Medium,Apartment,2,3,"Welcome Residency, Arjan, Dubai",Unfurnished,Ready,2023-11-25,142004,Unknown,0,0,0,0,0,Arjan,Dubai,UAE,25.0627549,55.2392983,For Sale,7.88911111111111
